2.30799e-13	1.00223e+00
9.99692e-01	4.69647e-03
7.60654e-01	4.25754e-01
7.46034e-01	4.46352e-01
8.61097e-01	2.61872e-01
5.23446e-02	9.99842e-01
5.96774e-01	6.48178e-01
5.79196e-01	6.67526e-01
2.59556e-02	1.00170e+00
7.73262e-01	4.05777e-01
8.54235e-01	2.87181e-01
9.41638e-01	1.19558e-01
9.55238e-01	9.32737e-02
5.62798e-01	6.85745e-01
9.89655e-01	2.55058e-02
4.96251e-01	7.56552e-01
5.49037e-01	7.02003e-01
7.71301e-02	9.96353e-01
4.16110e-01	8.30254e-01
9.66777e-01	7.05840e-02
7.08700e-01	5.04277e-01
1.50907e-01	9.80473e-01
9.08002e-01	1.81717e-01
8.99955e-01	1.94171e-01
8.42628e-01	2.93204e-01
6.98387e-01	5.15577e-01
5.40809e-01	7.09971e-01
3.13419e-01	9.03634e-01
4.48137e-01	8.03226e-01
8.84410e-01	2.22826e-01
6.82878e-01	5.37415e-01
9.78893e-01	4.65923e-02
2.99852e-01	9.12010e-01
7.34303e-01	4.65998e-01
3.99205e-01	8.43501e-01
2.76577e-01	9.26789e-01
6.62799e-01	5.64900e-01
1.75968e-01	9.71046e-01
8.74039e-01	2.44982e-01
7.80505e-01	3.95594e-01
7.86787e-01	3.85402e-01
6.11151e-01	6.30307e-01
6.30333e-01	6.06887e-01
1.07852e-01	9.91158e-01
7.16935e-01	4.89769e-01
3.25184e-01	8.96691e-01
4.80748e-01	7.72312e-01
6.04404e-01	6.38706e-01
4.36026e-01	8.12548e-01
9.79699e-01	4.51194e-02
8.30207e-01	3.14150e-01
9.14924e-01	1.66491e-01
3.33221e-01	8.90969e-01
6.49006e-01	5.82431e-01
6.57515e-01	5.72188e-01
3.47750e-01	8.82258e-01
5.04361e-01	7.48906e-01
5.20131e-01	7.32589e-01
3.75592e-01	8.61987e-01
3.81530e-01	8.57872e-01
5.29763e-01	7.23653e-01
2.15036e-01	9.56582e-01
3.62297e-01	8.71944e-01
8.78105e-01	2.33154e-01
1.25845e-01	9.86680e-01
1.83183e-01	9.68627e-01
7.32042e-01	4.68719e-01
8.07104e-01	3.52687e-01
4.24274e-01	8.23755e-01
3.91737e-01	8.48588e-01
1.98196e-03	1.00186e+00
7.22578e-01	4.81808e-01
7.93252e-01	3.74813e-01
9.22655e-02	9.93948e-01
2.46138e-01	9.43218e-01
6.33805e-01	6.02024e-01
6.71881e-01	5.51836e-01
1.98320e-01	9.63278e-01
9.95209e-01	1.36254e-02
2.60632e-01	9.34326e-01
6.19460e-01	6.20656e-01
6.91832e-01	5.28369e-01
8.33893e-01	3.08548e-01
8.21977e-01	3.28060e-01
3.63830e-01	8.69824e-01
3.44378e-01	8.84469e-01
2.84168e-01	9.22622e-01
9.63763e-01	7.58184e-02
4.34304e-01	8.21501e-01
8.92080e-01	2.08337e-01
9.36014e-01	1.30066e-01
1.30876e-01	9.85724e-01
4.72221e-01	7.80657e-01
8.14286e-01	3.41222e-01
6.41449e-01	5.92519e-01
6.71881e-01	5.51836e-01
4.59292e-01	7.96403e-01
4.59551e-01	7.92538e-01
8.92193e-01	2.07829e-01
2.57713e-01	9.36038e-01
